# Temperature (K) 	 M/H in emu (multiply by field in Oe)
2.822145538330079830e+02	-3.210138193741651715e-13
2.823994750976559658e+02	-7.388604878185245375e-13
2.825724182128910229e+02	-6.215021407842456481e-13
2.827333984375000000e+02	-1.247193726065613445e-13
2.829057006835940342e+02	-3.651166915893370650e-13
2.830630950927730396e+02	-2.751478793948010313e-13
2.832254943847660229e+02	-6.074231398296545281e-14
2.833848724365230396e+02	-4.284735229580533692e-13
2.835426635742190342e+02	-6.873099716013772064e-13
2.837131042480469887e+02	-3.186580250066857016e-13
2.838785095214839771e+02	-6.947476252103254992e-13
2.840438385009769604e+02	-5.855577570270989242e-13
2.842076110839839771e+02	-4.326348018732550453e-13
2.843717193603519604e+02	-4.620338329817356224e-13
2.845415344238280113e+02	-5.454074444179318192e-13
2.847095489501950283e+02	-9.088946617795965129e-13
2.848669433593750000e+02	-6.012219714996958415e-13
2.850247039794920170e+02	-3.300785170831376103e-13
2.851980133056640057e+02	-3.923649268863979298e-13
2.853732910156250000e+02	-6.326846369442762319e-13
2.855376892089839771e+02	-7.902524552148647420e-13
2.856986999511719887e+02	-5.191665640171104670e-13
2.858513488769530113e+02	-1.069819139540448873e-12
2.860185546875000000e+02	-4.811263581760961224e-13
2.861843261718750000e+02	-8.013489932882144456e-13
2.863508605957030113e+02	-1.675722359541916557e-13
2.865215911865230396e+02	-2.021727617785328225e-13
2.866852569580079830e+02	-7.097064463664517230e-13
2.868519592285160229e+02	-9.630694365098083959e-13
2.870228271484380116e+02	-7.996173256710769800e-13
2.871930236816410229e+02	-8.547518802399036658e-13
2.873540039062500000e+02	-3.300430473027810856e-13
2.875262145996089771e+02	-3.874388910802578926e-13
2.876796875000000000e+02	-3.616868800067784513e-13
2.878484039306640057e+02	-7.371560937967461333e-13
2.880107116699219887e+02	-7.105500439088918451e-13
2.881744384765619884e+02	-8.284269312075334649e-13
2.883381958007809658e+02	-7.129573038738179537e-13
2.885035858154299717e+02	-8.319949724505292021e-13
2.886770019531250000e+02	-1.004211465861596028e-12
2.888464813232420170e+02	-3.495694365891478998e-13
2.890092315673829830e+02	-2.886769690572206601e-13
2.891666870117190342e+02	-3.970604014573593120e-13
2.893420410156250000e+02	-8.854331798510210079e-13
2.895067901611329830e+02	-5.679411362393075303e-13
2.896823883056640057e+02	-3.838442504583485705e-13
2.898599853515619884e+02	-5.171979508228537526e-13
2.900345306396480396e+02	-8.151475043906344895e-13
2.901884765625000000e+02	-5.041036038108116923e-13
2.903609161376950283e+02	-7.994378831676001087e-13
2.905013122558589771e+02	-4.878204379617530646e-13
2.906619415283200283e+02	-1.152716015836936943e-12
2.908295745849609943e+02	-7.384916309665382189e-13
2.909943084716799717e+02	-6.772436771873127760e-13
2.911688995361329830e+02	-7.394109461592664432e-13
2.913315582275390057e+02	-8.543856870691084641e-13
2.914978790283200283e+02	-6.277818164155785922e-13
2.916618347167969887e+02	-2.623222523060071579e-13
2.918284759521480396e+02	-9.412073168888182291e-13
2.919935607910160229e+02	-1.284333212243003181e-12
2.921573486328119884e+02	-5.026500780576414554e-13
2.923262176513670170e+02	-6.283995235943446379e-13
2.924884948730469887e+02	-7.314999787514250801e-13
2.926580352783200283e+02	-8.333395861189758479e-13
2.928274993896480396e+02	-4.874631899165358088e-13
2.929966430664059658e+02	-4.380727069503973794e-13
2.931776885986329830e+02	-8.040965839572431188e-13
2.933329162597660229e+02	-1.127909764313512766e-12
2.935068054199219887e+02	-6.739732187037755732e-13
2.936667785644530113e+02	-1.043710019516951740e-12
2.938312530517579830e+02	-8.653242580257396056e-13
2.940003814697269604e+02	-8.877854182335678564e-13
2.941597900390630116e+02	-1.289352373420327279e-12
2.943269500732420170e+02	-4.930720818012556251e-13
2.944895477294920170e+02	-1.338303382540417503e-12
2.946547851562500000e+02	-5.593635280075805090e-13
2.948185729980469887e+02	-7.088289363352284329e-13
2.949879913330079830e+02	-3.945022817340310054e-13
2.951611175537109943e+02	-5.145651422404303406e-13
2.953288269042969887e+02	-1.144082445419925090e-12
2.954951171875000000e+02	-1.047065120140416808e-12
2.956591339111329830e+02	-5.041864661468546117e-13
2.958274688720700283e+02	-3.395423022708611470e-13
2.960108337402339771e+02	-7.930640968141596114e-13
2.961730346679690342e+02	-6.315577281248200519e-13
2.963456726074219887e+02	-1.097194011770719714e-12
2.965056610107420170e+02	-8.734066281509822596e-13
2.966706390380859943e+02	-9.286893708277302695e-13
2.968236236572269604e+02	-1.188527738298484647e-12
2.969888305664059658e+02	-6.209979845212055133e-13
2.971560974121089771e+02	-4.810887475960383619e-13
2.973205108642579830e+02	-5.879102314003496671e-13
2.974872283935549717e+02	-8.093974261452722429e-13
2.976619873046869884e+02	-7.930223493763213995e-13
2.978336486816410229e+02	-1.471615397332052238e-12
2.979990081787109943e+02	-1.015007782889143268e-12
2.981720123291019604e+02	-1.252655525131675680e-12
2.983429718017579830e+02	-1.183585047475514017e-12
2.985072174072269604e+02	-8.060864162385075033e-13
2.986739959716799717e+02	-5.867829128732686996e-13
2.988334655761719887e+02	-9.385341676334029303e-13
2.989974212646480396e+02	-7.551118786000677126e-13
2.991487579345700283e+02	-6.887389228556748554e-13
2.992923278808589771e+02	-1.056090802173252526e-12
2.993900299072269604e+02	-8.185197318038882729e-13
2.994732513427730396e+02	-9.230163695240334130e-13
2.995458831787109943e+02	-1.227045150468893807e-12
2.996080017089839771e+02	-9.545978231369145584e-13
2.996605224609369884e+02	-5.619254371949146474e-13
2.997017974853519604e+02	-3.646439732128086053e-13
2.997365722656250000e+02	-2.256009453583699604e-13
2.997669372558589771e+02	-6.407912367618956387e-13
2.997927246093750000e+02	-4.368459563034960681e-13
2.998157501220700283e+02	-6.067648623108900849e-13
2.998351593017579830e+02	-4.161888601687871481e-13
2.998531646728519604e+02	-4.666791074228806917e-13
2.998698120117190342e+02	-7.965054594031196070e-13
2.998834381103519604e+02	-9.293952303136452101e-13
2.998959045410160229e+02	1.031794510415992353e-13
